dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
합천,20201225,0,349142.4,1322092.8,517.248,65.5,58.9,0.4,1.2,8.49,560
합천,20201226,0,155260.8,1321574.4,516.081,65.3,71.7,0.9,0.6,7.64,560
합천,20201227,2.8343,350697.6,1321660.8,515.11,65.2,85,2.9,0.4,3.73,560
합천,20201228,0,352944,1322956.8,514.14,65.1,92.7,4,0.7,5.23,560
합천,20201229,0.2017,354326.4,1323475.2,513.171,65,87.4,3.6,0.8,5.49,560
합천,20201230,0.2017,160012.8,1321747.2,512.009,64.8,,-3.7,3.7,8.85,560
합천,20201231,0,170812.8,1331251.2,510.849,64.7,53.4,-3.4,1.4,8.8,560
횡성,20201201,0,101001.6,198892.8,62.19,71.6,60.3,-1.9,0.6,7.29,73.4
횡성,20201202,0,52876.8,199584,62.043,71.4,60.9,0.3,0.5,5.24,73.4
횡성,20201203,0,94780.8,192412.8,61.946,71.3,59.1,-1.1,0.9,7.19,73.4
횡성,20201204,0,39225.6,185500.8,61.799,71.1,62.7,-3.4,0.8,6.89,73.4
횡성,20201205,0,86227.2,183600,61.702,71,70.5,-2.3,0.7,6.7,73.4
횡성,20201206,0,85449.6,182736,61.605,70.9,73.1,0.7,0.7,6,73.4
횡성,20201207,0,43372.8,189129.6,61.459,70.7,58.7,1.5,1.6,6.69,73.4
횡성,20201208,0,90374.4,187401.6,61.362,70.6,56.3,-2.4,0.7,7.11,73.4
횡성,20201209,0,45878.4,191203.2,61.217,70.4,65.2,-2.4,0.7,6.65,73.4
횡성,20201210,0,95385.6,192153.6,61.12,70.3,66,2.6,0.5,4.94,73.4
횡성,20201211,0,41299.2,186192,60.975,70.2,80,1.9,0.5,5.52,73.4
횡성,20201212,0,41731.2,186364.8,60.83,70,61.7,0.6,0.9,6.98,73.4
횡성,20201213,4,84931.2,181267.2,60.734,69.9,77,-2.9,1.2,1.61,73.4
횡성,20201214,0,40521.6,184723.2,60.59,69.7,54.9,-8.6,1.4,4.03,73.4
횡성,20201215,0,42940.8,186969.6,60.446,69.6,59.5,-11.4,1.2,5.41,73.4
횡성,20201216,0,45964.8,189734.4,60.302,69.4,59.8,-12,1.1,7.26,73.4
횡성,20201217,0,0,189993.6,60.111,69.2,62.1,-10.2,1,6.99,73.4
횡성,20201218,0,49852.8,193017.6,59.968,69,57.7,-3.2,1.2,6.3,73.4
횡성,20201219,0,45014.4,187920,59.825,68.8,61.3,-8.1,1,6.7,73.4
횡성,20201220,0,46483.2,189129.6,59.682,68.7,62.1,-8.1,0.8,6.71,73.4
횡성,20201221,0,51580.8,193968,59.54,68.5,70.5,-6.5,0.7,6.58,73.4
횡성,20201222,0,49420.8,191548.8,59.398,68.4,80.6,-3.6,0.4,6.18,73.4
횡성,20201223,0,2505.6,193449.6,59.207,68.1,84.5,-0.7,0.4,4.66,73.4
횡성,20201224,0,48211.2,191721.6,59.063,68,67.3,0.9,1.3,7.08,73.4
횡성,20201225,0,97027.2,192585.6,58.968,67.9,57.7,-3.2,1.2,6.53,73.4
횡성,20201226,0,48038.4,191203.2,58.824,67.7,67.9,-1.3,0.5,5.63,73.4
횡성,20201227,0,49852.8,192758.4,58.682,67.5,74.9,1.4,0.5,5.82,73.4
횡성,20201228,0,51062.4,193708.8,58.539,67.4,77.8,3.2,0.5,6.8,73.4
횡성,20201229,1.0855,50803.2,193276.8,58.396,67.2,84.6,-0.6,0.9,3.83,73.4
횡성,20201230,0,48556.8,190771.2,58.254,67,46.4,-9.2,2.7,7.15,73.4
횡성,20201231,0,20217.6,209433.6,58.065,66.8,57.9,-10.6,1.2,7.13,73.4
군위,20210101,0.7634,746496000,5688299520,25.6,52.57,66.4,-1.8,1.9,7.4,40.1
군위,20210102,0,701706240,5636044800,25.543,52.5,50.9,-0.9,3.1,8.7,40.1
군위,20210103,0,0,5628579840,25.467,52.3,42.5,-1.3,4,6.1,40.1
군위,20210104,0,2343997440,5628579840,25.429,52.2,51.8,-0.3,1.4,8.8,40.1
군위,20210105,0,0,5553930240,25.353,52.1,47.9,-1.1,3.2,5.2,40.1
군위,20210106,0,574801920,5486745600,25.296,51.9,47.6,-4,2.7,9.1,40.1
군위,20210107,0,679311360,5583790080,25.239,51.8,40.3,-8.7,5.3,9.2,40.1
군위,20210108,0,0,5613649920,25.164,51.7,41.3,-10.4,4.6,9.2,40.1
군위,20210109,0,709171200,5606184960,25.107,51.6,45.1,-8,4.2,9.1,40.1
군위,20210110,0,731566080,5621114880,25.051,51.4,51.4,-4.7,2.3,9.1,40.1
군위,20210111,0,731566080,5613649920,24.994,51.3,62.8,-4.2,1.2,1.6,40.1
군위,20210112,0,731566080,5613649920,24.938,51.2,60,-1.5,1.3,8.9,40.1
군위,20210113,0,0,5449420800,24.862,51.1,57,3.6,1.4,8,40.1
군위,20210114,0,2246952960,5494210560,24.825,51,51.1,4.4,1.2,8.8,40.1
군위,20210115,0,0,5486745600,24.75,50.8,55.6,8.3,2,4.6,40.1
군위,20210116,0,619591680,5479280640,24.694,50.7,47.8,1.7,3.9,8.3,40.1
군위,20210117,0,2246952960,5479280640,24.656,50.6,42.5,-2.8,3.4,8.9,40.1
군위,20210118,0,0,5471815680,24.581,50.5,60,-1.9,2.4,2.6,40.1
군위,20210119,0,2246952960,5471815680,24.544,50.4,43,-2.6,1.7,9.3,40.1
군위,20210120,0,619591680,5456885760,24.488,50.3,53.3,-0.8,0.9,9.2,40.1
군위,20210121,0,589731840,5419560960,24.432,50.2,71.8,4.5,0.7,5.6,40.1
군위,20210122,0,671846400,5501675520,24.376,50.1,94,8.2,1,2.9,40.1
군위,20210123,0,821145600,5643509760,24.32,49.9,86.3,9.3,3.3,2.7,40.1
군위,20210124,0,2433576960,5643509760,24.283,49.9,78,8,1.6,0.2,40.1
군위,20210125,0,0,5636044800,24.209,49.7,78,7.4,2.2,6.6,40.1
군위,20210126,6.4732,4031078400,5636044800,24.191,49.7,92.5,6.1,1.6,1.8,40.1
군위,20210127,0,828610560,5628579840,24.135,49.6,58,5.8,2.7,8,40.1
군위,20210128,0,0,5621114880,24.061,49.41,67,1.2,4.1,5,40.1
군위,20210129,0,798750720,5591255040,24.005,49.3,46.9,-4.4,5.6,9.9,40.1
군위,20210130,0,791285760,5576325120,23.95,49.2,55.6,0.9,2.1,6.7,40.1
군위,20210131,0,798750720,5576325120,23.895,49.1,62.5,4.5,1.2,9,40.1
김천부항,20210101,0,3015843840,12996495360,32.934,60.7,77.3,-4.4,2.7,0.9,42.6
김천부항,20210102,0,1388482560,13011425280,32.799,60.4,52.4,-3.9,4.3,8.8,42.6
김천부항,20210103,0,3090493440,13033820160,32.684,60.2,50,-4.4,4.2,5.8,42.6
김천부항,20210104,0,1410877440,12996495360,32.55,59.9,60.9,-3.7,2.1,7.5,42.6
김천부항,20210105,0,1306368000,12869591040,32.416,59.7,53.1,-3.2,3.8,6.9,42.6
김천부항,20210106,0,2993448960,12884520960,32.302,59.5,59,-7.1,3.3,9,42.6
김천부항,20210107,0.8474,1418342400,12936775680,32.168,59.2,43.6,-12.6,5.6,8.4,42.6
김천부항,20210108,0,1492992000,12989030400,32.035,59,46.4,-13.9,4.9,8.9,42.6
김천부항,20210109,0,888330240,12361973760,31.902,58.8,50.4,-11.7,4.8,7.6,42.6
김천부항,20210110,0,1679616000,13138329600,31.77,58.5,51.5,-8.3,3.6,8,42.6
김천부항,20210111,0,3336837120,13138329600,31.656,58.3,68,-8,1.3,1,42.6
김천부항,20210112,0,126904320,13168189440,31.505,58,66.1,-3.2,2.1,4.4,42.6
김천부항,20210113,0,1791590400,13183119360,31.374,57.8,63.9,2.5,2.7,8,42.6
김천부항,20210114,0,3463741440,13205514240,31.261,57.6,41.5,3.1,2,8.9,42.6
김천부항,20210115,0,1881169920,13227909120,31.13,57.3,57.6,5.2,2.7,3.4,42.6
김천부항,20210116,0,3530926080,13242839040,31.017,57.1,54.6,-2.1,5.5,7.5,42.6
김천부항,20210117,0,1739335680,13048750080,30.886,56.9,51.5,-4.8,4.8,13,42.6
김천부항,20210118,0,0,12847196160,30.737,56.6,69.1,-3.8,2.8,0.4,42.6
김천부항,20210119,0,3217397760,12869591040,30.625,56.4,49.1,-6.3,2.3,8.9,42.6
김천부항,20210120,0,3254722560,12891985920,30.514,56.2,47,-3.3,0.8,9.2,42.6
김천부항,20210121,3.5544,1500456960,12720291840,30.384,56,64.6,3,0.7,3.4,42.6
김천부항,20210122,2.2772,3097958400,12697896960,30.273,55.8,88.8,5.7,0.7,1.6,42.6
김천부항,20210123,0.8535,3135283200,12720291840,30.162,55.6,75.9,7.3,3,2,42.6
김천부항,20210124,0,3165143040,12735221760,30.051,55.3,69,5.2,2.2,7.8,42.6
김천부항,20210125,0,3172608000,12727756800,29.94,55.1,69.6,5,2.3,8,42.6
김천부항,20210126,4.1465,3232327680,12765081600,29.83,54.9,82.9,4,2.5,2,42.6
김천부항,20210127,0,3269652480,12787476480,29.72,54.7,49.8,2.2,3.7,7.4,42.6
김천부항,20210128,2.2772,1716940800,12802406400,29.592,54.5,59.3,-2.7,4.2,3.4,42.6
김천부항,20210129,0.4237,1776660480,12839731200,29.464,54.3,46.6,-7.6,5.4,9.1,42.6
김천부항,20210130,0,3404021760,12869591040,29.354,54.1,54.1,-1.6,3.2,4.6,42.6
김천부항,20210131,0,1873704960,12891985920,29.226,53.8,50.1,1.3,1.2,8.5,42.6
남강,20210101,0.0567,99657216000,76336680960,160.341,51.9,65.3,-1.9,1.2,7.6,299.7
남강,20210102,0,76321751040,76321751040,160.341,51.9,56.5,-0.4,1.2,8.4,299.7
남강,20210103,0,75388631040,75388631040,160.341,51.9,40.9,0.1,1.1,6.5,299.7
남강,20210104,0.1285,77113036800,77113036800,160.341,51.9,60.5,-1.5,0.4,8.5,299.7
남강,20210105,0,76560629760,76560629760,160.341,51.9,51.9,-0.4,1.2,3.7,299.7
남강,20210106,0,75657369600,75657369600,160.341,51.9,48,-2.3,1.1,8.6,299.7
남강,20210107,0.0285,76844298240,76844298240,160.341,51.9,41.6,-6.9,2.7,8,299.7
남강,20210108,0,54218004480,77538539520,160.071,51.8,48,-9.1,1,8.4,299.7
남강,20210109,0,77874462720,77874462720,160.071,51.8,52.9,-7,1,8.5,299.7
남강,20210110,0.0413,78673213440,78673213440,160.071,51.8,66.8,-5.6,0.6,7,299.7
남강,20210111,0,81211299840,81211299840,160.071,51.8,69.1,-3.3,0.4,1.6,299.7
남강,20210112,0,58054993920,81360599040,159.801,51.7,66.6,-1.9,0.8,8.7,299.7
남강,20210113,0.1698,81106790400,81106790400,159.801,51.7,67.4,3.4,1.3,8.3,299.7
남강,20210114,0,82069770240,82069770240,159.801,51.7,69.9,3.3,0.5,8.7,299.7
남강,20210115,0,57793720320,81084395520,159.531,51.6,74.8,7.5,1.2,4,299.7
남강,20210116,0,1.02218E+11,78927022080,159.801,51.7,48.6,2.4,1.3,8.8,299.7
남강,20210117,0,54658437120,77949112320,159.531,51.6,38.1,-1.6,1.8,8.8,299.7
남강,20210118,1.1974,54688296960,77956577280,159.262,51.5,60.1,-0.8,1.9,3.1,299.7
남강,20210119,0.3373,77568399360,77568399360,159.262,51.5,44,-1.9,0.8,8.8,299.7
남강,20210120,0,54285189120,77538539520,158.993,51.4,64,-0.4,0.5,8.9,299.7
남강,20210121,3.4587,77747558400,77747558400,158.993,51.4,77.8,5.2,0.6,5,299.7
남강,20210122,3.218,76456120320,76456120320,158.993,51.4,97.5,7,0.5,3,299.7
남강,20210123,1.7883,76411330560,76411330560,158.993,51.4,87.9,8.9,0.8,2,299.7
남강,20210124,0.0829,99821445120,76568094720,159.262,51.5,70.4,8,1.4,2.8,299.7
남강,20210125,0,1.00546E+11,77277265920,159.531,51.6,75.8,6.3,1,9,299.7
남강,20210126,10.2147,99030159360,75739484160,159.801,51.7,94.5,4.7,0.6,2,299.7
남강,20210127,0.0803,1.00426E+11,77120501760,160.071,51.8,61.5,4.1,0.9,8.9,299.7
남강,20210128,0.2875,1.24598E+11,77934182400,160.611,51.9,58.1,1.4,2.3,7.3,299.7
남강,20210129,0.0826,77187686400,77187686400,160.611,51.9,39.4,-2.3,2.1,9.2,299.7
남강,20210130,0,1.00672E+11,77314590720,160.881,52,69.4,-0.3,1.3,6.1,299.7
남강,20210131,1.1582,75941038080,75941038080,160.881,52,74.6,3.1,0.5,8.6,299.7
대청,20210101,0.4451,78501519360,2.24225E+11,921.287,61.8,83.5,-5.2,0.4,2.3,790
대청,20210102,0.1498,1.28554E+11,2.25613E+11,920.164,61.8,64.5,-4.4,1,8.5,790
대청,20210103,0.055,80240855040,2.25696E+11,918.48,61.6,50.8,-4,1,5.8,790
대청,20210104,0.1212,82196674560,2.27495E+11,916.799,61.5,59.6,-2.8,0.7,6.5,790
대청,20210105,0.1628,1.30226E+11,2.27002E+11,915.679,61.5,52.9,-3.4,1.7,8,790
대청,20210106,0.2801,83891220480,2.2892E+11,914,61.3,56.8,-5.6,1.2,8.7,790
대청,20210107,0.6167,81457643520,2.2633E+11,912.323,61.2,51,-11.8,2.7,7.2,790
대청,20210108,0,1.31757E+11,2.28249E+11,911.207,61.2,47.5,-13.2,1.5,8.6,790
대청,20210109,0,92378880000,2.36983E+11,909.533,61,56.1,-11.5,1.3,8,790
대청,20210110,0,87481866240,2.31929E+11,907.861,60.9,56.6,-8.1,0.7,8.6,790
대청,20210111,0,89116692480,2.33399E+11,906.191,60.8,64,-6.4,0.6,4,790
대청,20210112,0.092,89855723520,2.33982E+11,904.523,60.71,72,-2.5,1.1,6.3,790
대청,20210113,0.3747,1.4005E+11,2.36042E+11,903.412,60.6,76.6,3,0.9,7.8,790
대청,20210114,0,1.58056E+11,2.5398E+11,902.302,60.6,56.3,3,0.8,8.8,790
대청,20210115,0,1.58571E+11,2.54421E+11,901.192,60.5,66.5,5,1.4,0.1,790
대청,20210116,0,63728363520,2.5522E+11,898.976,60.3,57.5,-2,2.4,7.9,790
대청,20210117,0,1.10355E+11,2.53786E+11,897.3157,60.2,52.8,-3.7,1.6,7.9,790
대청,20210118,1.1927,1.09317E+11,2.52592E+11,895.6574,60.1,67,-2.2,1.7,1.7,790
대청,20210119,0.11,1.40856E+11,2.36281E+11,894.553,60,40.4,-5.3,1.1,9.1,790
대청,20210120,0.055,1.39602E+11,2.3496E+11,893.449,60,44.6,-1,1,9.1,790
대청,20210121,5.1729,1.28166E+11,2.23449E+11,892.346,59.89,63.3,4.5,0.7,3.5,790
대청,20210122,2.1286,1.58205E+11,2.05824E+11,891.795,59.9,89.9,6.5,1.1,4,790
대청,20210123,0.1233,87578910720,2.30316E+11,890.143,59.7,73.1,8,2.4,1.3,790
대청,20210124,0,1.384E+11,2.33474E+11,889.043,59.7,62.3,7.3,1.2,9.1,790
대청,20210125,0,1.82279E+11,2.29786E+11,888.493,59.63,59.9,8.1,1.1,7.9,790
대청,20210126,4.76,88429916160,2.30854E+11,886.845,59.5,80,5.7,1,5,790
대청,20210127,0,1.38975E+11,2.33832E+11,885.747,59.5,46,3.3,1.6,8.8,790
대청,20210128,0.8274,92065351680,2.34221E+11,884.101,59.34,54.9,-1.8,2.6,3,790
대청,20210129,0,88937533440,2.30929E+11,882.458,59.23,45.6,-6.6,2.2,9,790
대청,20210130,0.112,89609379840,2.31444E+11,880.816,59.1,55.9,0.1,1.2,6.1,790
대청,20210131,0,1.37519E+11,2.31989E+11,879.723,59,55,4,0.7,9,790
밀양,20210101,0,4576020480,11921541120,51.807,70.4,66.1,-2.8,0.4,5.9,69.8
밀양,20210102,0,0,12100700160,51.637,70.2,52.8,-1.4,1,6.9,69.8
밀양,20210103,0,261273600,11981260800,51.501,70,36.5,-0.6,1.4,5.7,69.8
밀양,20210104,0,261273600,11958865920,51.366,69.8,55.8,-0.8,0.2,7.6,69.8
밀양,20210105,0,0,12123095040,51.214,69.6,47,-0.8,1,2.3,69.8
밀양,20210106,0,3523461120,12272394240,51.112,69.4,47.5,-4,0.7,7.6,69.8
밀양,20210107,0,0,12138024960,50.944,69.2,31.1,-7,2.9,7.6,69.8
밀양,20210108,0,462827520,12085770240,50.809,69,38,-8.9,1.2,7.6,69.8
밀양,20210109,0,0,12197744640,50.658,68.8,44.1,-7.4,1.1,7.7,69.8
밀양,20210110,0,2090188800,12227604480,50.541,68.7,57.6,-5.9,0.7,7.7,69.8
밀양,20210111,0,933120000,12503808000,50.407,68.5,63.3,-4,0.3,1.9,69.8
밀양,20210112,0,0,12541132800,50.257,68.3,62,-3.1,0.3,7,69.8
밀양,20210113,0,1186928640,12712826880,50.123,68.1,62.9,1.3,0.7,7.4,69.8
밀양,20210114,0,0,12899450880,49.957,67.9,59.4,3,0.3,7.9,69.8
밀양,20210115,0,2844149760,12899450880,49.841,67.7,60,7.7,0.8,4.6,69.8
밀양,20210116,0,0,12488878080,49.675,67.5,38.9,3.7,1.5,7.9,69.8
밀양,20210117,0,1149603840,12600852480,49.542,67.3,34,-2.5,2.1,7.9,69.8
밀양,20210118,0,0,12384368640,49.393,67.1,53,-1.8,1.3,2.7,69.8
밀양,20210119,0,2336532480,12317184000,49.278,66.9,42.8,-2.8,0.5,8.1,69.8
밀양,20210120,0,0,12302254080,49.129,66.8,54.9,-0.7,0.4,8.1,69.8
밀양,20210121,0,2172303360,12123095040,49.014,66.6,75.3,3.9,0.2,5.3,69.8
밀양,20210122,2.2505,888330240,12242534400,48.883,66.4,92.3,8,0.3,0.2,69.8
밀양,20210123,4.5567,873400320,12212674560,48.752,66.2,69.3,10.5,1.2,2.56,69.8
밀양,20210124,0,2000609280,11906611200,48.637,66.1,62.5,8.6,1.5,0.4,69.8
밀양,20210125,0,985374720,12287324160,48.506,65.9,62.8,8,0.5,8.5,69.8
밀양,20210126,11.1173,925655040,12212674560,48.375,65.7,89.4,5.3,0.3,1.84,69.8
밀양,20210127,0,3680225280,12130560000,48.278,65.6,53.5,4.9,0.8,8.2,69.8
밀양,20210128,0,1179463680,12436623360,48.147,65.4,52.1,2,2.3,6.4,69.8
밀양,20210129,0,0,12287324160,48.001,65.2,31.5,-3.2,2.7,8.7,69.8
밀양,20210130,0,761425920,11981260800,47.871,65,59.5,-0.1,0.8,7.8,69.8
밀양,20210131,0,1142138880,12339578880,47.742,64.9,59.9,3.4,0.7,8.8,69.8
보령,20210101,1.2809,5762949120,23917731840,65.48,56,90.4,-2.8,0.6,0.4,108.7
보령,20210102,0.3307,2261882880,24037171200,65.228,55.8,68.3,-3.3,1.4,8.4,108.7
보령,20210103,0,5636044800,23783362560,65.018,55.6,62.6,-3.3,1.1,3.9,108.7
보령,20210104,0,2605271040,24380559360,64.766,55.4,65.3,-0.7,1.5,4,108.7
보령,20210105,0,6121267200,24268584960,64.556,55.2,62.1,-2.4,2.4,7.4,108.7
보령,20210106,1.3388,3187537920,24970291200,64.304,55,67.1,-4.3,1.9,7.4,108.7
보령,20210107,1.4965,6457190400,24611973120,64.094,54.8,66.4,-10.5,3.5,4.7,108.7
보령,20210108,0,3978823680,25769041920,63.842,54.6,68,-13,1.8,8.7,108.7
보령,20210109,0,813680640,26239334400,63.547,54.4,59.6,-10.3,1.5,8.7,108.7
보령,20210110,0.3307,5091102720,26896250880,63.295,54.1,59.6,-6.2,1.3,8.3,108.7
보령,20210111,0,985374720,26433423360,63,53.9,63.1,-5.2,0.8,4.46,108.7
보령,20210112,1.3388,5501675520,27329218560,62.748,53.7,78.9,-1.3,1.6,5.4,108.7
보령,20210113,0.7193,5509140480,27344148480,62.495,53.5,80.5,3.5,1.9,7.9,108.7
보령,20210114,0,5524070400,27374008320,62.242,53.2,56.5,3.7,1.1,8.5,108.7
보령,20210115,0,6681139200,28538542080,61.989,53,77.1,7.5,3.3,0.1,108.7
보령,20210116,0,2620200960,28142899200,61.694,52.8,61.1,-1.9,2,4,108.7
보령,20210117,1.6116,5494210560,27388938240,61.44,52.6,67.1,-2.6,1.5,7,108.7
보령,20210118,3.2159,4046008320,25955665920,61.187,52.3,67.3,-0.2,1.9,4.4,108.7
보령,20210119,0,5247866880,27172454400,60.933,52.1,46.8,-4.9,1.5,8.6,108.7
보령,20210120,0,4269957120,26209474560,60.679,51.9,48,1.7,1.6,8.6,108.7
보령,20210121,12.986,8629493760,26926110720,60.467,51.7,73.3,7.5,1.4,0.7,108.7
보령,20210122,1.7194,11137720320,25783971840,60.298,51.6,91.5,7.4,1.4,3.3,108.7
보령,20210123,0,3941498880,25925806080,60.043,51.4,73.8,9.1,1.9,0.4,108.7
보령,20210124,0,9264015360,23932661760,59.874,51.2,63,8.2,1.7,8.7,108.7
보령,20210125,0,3374161920,25395793920,59.619,51,69,6.8,1.1,7.1,108.7
보령,20210126,2.7195,5106032640,23469834240,59.406,50.8,84.5,5.4,1,2.56,108.7
보령,20210127,0,6121267200,24499998720,59.193,50.6,51.1,2.7,1.8,7.8,108.7
보령,20210128,3.0003,2209628160,24283514880,58.938,50.4,64.8,-1,1.8,3.6,108.7
보령,20210129,0,6128732160,24537323520,58.725,50.2,59.4,-4.9,2,8.5,108.7
보령,20210130,0,2023004160,24134215680,58.469,50,66.8,2.7,1.8,4.8,108.7
보령,20210131,0,1970749440,24104355840,58.213,49.8,54.5,7.1,2.7,4.9,108.7
보현산,20210101,0,1119744000,3493601280,10.9742,49.6,69.8,-2.7,1.7,3.8,17.88
보현산,20210102,0.2875,335923200,3493601280,10.9376,49.5,52.5,-1.9,2.7,7,17.88
보현산,20210103,0,0,3486136320,10.8921,49.3,42.3,-1.8,2.9,5.9,17.88
보현산,20210104,0,343388160,3486136320,10.8558,49.1,57.1,-2.2,1.2,7.1,17.88
보현산,20210105,0,0,3426416640,10.8105,48.9,50.4,-1.7,2.8,5.2,17.88
보현산,20210106,0,1082419200,3426416640,10.7833,48.8,49.6,-5,2.5,7.3,17.88
보현산,20210107,0,0,3426416640,10.7382,48.6,37.9,-8.9,4.6,7.3,17.88
보현산,20210108,0,0,3433881600,10.6933,48.4,38.6,-10.3,3.6,7.3,17.88
보현산,20210109,0,298598400,3396556800,10.6574,48.2,45.3,-8.4,3.6,6.7,17.88
보현산,20210110,0,1074954240,3396556800,10.6305,48.1,51.5,-5.7,2,7.2,17.88
보현산,20210111,0,0,3411486720,10.5769,47.8,63,-5.4,1.1,1.8,17.88
보현산,20210112,0,1104814080,3411486720,10.5502,47.7,61.5,-3.7,1.2,6.4,17.88
보현산,20210113,0,335923200,3411486720,10.5146,47.6,60.1,1.2,1.3,6.9,17.88
보현산,20210114,0,1112279040,3411486720,10.488,47.4,58.5,2.7,0.9,7.4,17.88
보현산,20210115,0,0,3404021760,10.4349,47.2,63,7.1,1.5,4,17.88
보현산,20210116,0,1112279040,3404021760,10.4084,47.1,42.1,1.6,3.5,7.2,17.88
보현산,20210117,0,350853120,3396556800,10.3732,46.9,40.5,-3.4,3.1,7,17.88
보현산,20210118,0,0,3314442240,10.3293,46.7,62.9,-3.5,2.4,3.5,17.88
보현산,20210119,0,1074954240,3344302080,10.303,46.6,41.3,-3.8,1.4,7.6,17.88
보현산,20210120,0,335923200,3359232000,10.268,46.4,52.4,-2.9,0.6,7.6,17.88
보현산,20210121,0,335923200,3351767040,10.233,46.3,69.5,2.8,0.7,5.6,17.88
보현산,20210122,0,0,3396556800,10.1895,46.1,85.3,8,0.5,4.58,17.88
보현산,20210123,0.7125,948049920,3202467840,10.1635,46,79.4,8.7,2.4,3.12,17.88
보현산,20210124,0,470292480,3463741440,10.1288,45.8,70.4,8,1.3,0.1,17.88
보현산,20210125,0,470292480,3456276480,10.0942,45.7,74,6.4,1.5,4.3,17.88
보현산,20210126,5.575,283668480,3262187520,10.0597,45.5,88.4,5.6,1.4,2.72,17.88
보현산,20210127,0,1224253440,3456276480,10.0338,45.4,58.4,4.7,2,6.7,17.88
보현산,20210128,0,0,3456276480,9.9909,45.2,66.3,0.3,3.2,4.7,17.88
보현산,20210129,0,500152320,3463741440,9.9566,45,37.8,-5.1,5.3,7.8,17.88
보현산,20210130,0,492687360,3448811520,9.9224,44.9,46.5,0.5,2.3,7,17.88
보현산,20210131,0,0,3441346560,9.8798,44.7,53.9,2.6,0.8,7.7,17.88
부안,20210101,0.3439,3172608000,5262796800,34.595,68.8,82.6,-1.6,1,3.1,35.6
부안,20210102,0.6561,1306368000,5486745600,34.547,68.7,73.9,-1.8,1.2,7.9,35.6
부안,20210103,0,1045094400,5225472000,34.499,68.6,68.9,-2.4,0.8,3,35.6
부안,20210104,0,0,5247866880,34.426,68.4,80.6,-2.1,0.7,3.6,35.6
부안,20210105,0,0,5419560960,34.354,68.3,71.5,-1,1.5,3.2,35.6
부안,20210106,1.6561,0,5143357440,34.257,68.1,68,-3.3,1.4,7.5,35.6
부안,20210107,10.9366,5232936960,5232936960,34.257,68.1,77.5,-9.3,2.3,4,35.6
부안,20210108,1,3269652480,5344911360,34.233,68.1,74.5,-13.2,0.8,2.8,35.6
부안,20210109,0,0,5568860160,34.161,67.9,70.6,-11.5,0.8,8.1,35.6
부안,20210110,0,0,5740554240,34.089,67.8,77.9,-7,0.6,2.6,35.6
부안,20210111,0,2075258880,6218311680,34.041,67.7,74.5,-4.9,0.8,6,35.6
부안,20210112,1,29859840,6233241600,33.969,67.5,85.6,-1.8,1.4,5.4,35.6
부안,20210113,0,0,6875228160,33.874,67.3,76.3,4.4,1.7,7.8,35.6
부안,20210114,0,3232327680,7360450560,33.826,67.3,85.8,2.6,0.7,7.7,35.6
부안,20210115,0,992839680,7173826560,33.755,67.1,84.8,6.6,1.7,0.7,35.6
부안,20210116,0,4710389760,6770718720,33.731,67.1,69.4,-0.5,2.3,0.2,35.6
부안,20210117,0,5703229440,5703229440,33.731,67.1,69.5,-1.7,1.7,7.9,35.6
부안,20210118,2.6561,0,5636044800,33.659,66.9,78.4,0.9,2.5,5.4,35.6
부안,20210119,0,5591255040,5591255040,33.659,66.9,59.5,-3.6,1.1,8.5,35.6
부안,20210120,0,1440737280,5546465280,33.612,66.8,62.8,1.3,0.8,8.4,35.6
부안,20210121,8.6561,1254113280,5359841280,33.564,66.7,83.5,6.4,0.9,1.2,35.6
부안,20210122,1,5337446400,5337446400,33.564,66.7,99.9,7.4,1.1,0.4,35.6
부안,20210123,1.6561,5076172800,5076172800,33.564,66.7,89,8.8,1.1,3,35.6
부안,20210124,0,5143357440,5143357440,33.564,66.7,75.4,7.9,1.5,7.2,35.6
부안,20210125,0,5315051520,5315051520,33.564,66.7,78.1,6.9,1,7.8,35.6
부안,20210126,5,2963589120,5016453120,33.541,66.7,90.9,5.8,1,0.3,35.6
부안,20210127,0,1082419200,5180682240,33.493,66.6,66,3.4,1.5,7.3,35.6
부안,20210128,1.9684,940584960,5038848000,33.446,66.5,73.1,0.1,2.9,2.1,35.6
부안,20210129,1,3097958400,5143357440,33.422,66.5,77,-4.3,1.4,6,35.6
부안,20210130,0,2948659200,4994058240,33.398,66.4,81.8,2,2,4.2,35.6
부안,20210131,0.6561,746496000,4829829120,33.351,66.3,76.8,6,1.9,4.5,35.6
섬진강,20210101,0,4098263040,36227450880,280.7679,60.25,86.9,-5.8,0.6,2.2,429
섬진강,20210102,0.4246,3754874880,35861667840,280.3963,60.17,70,-3.3,1.1,6.5,429
섬진강,20210103,0,3784734720,35861667840,280.025,60.09,67.6,-4.1,0.9,4.9,429
섬진강,20210104,0.281,3926568960,35981107200,279.654,60.01,82.6,-3.3,0.5,4.1,429
섬진강,20210105,0,3926568960,35958712320,279.2833,59.93,70.3,-2.6,1.3,2.4,429
섬진강,20210106,0.6138,3986288640,35988572160,278.9129,59.85,75.4,-6.1,0.9,7.4,429
